host_name,planet_name,disposition,orbital_period_days,semi_major_axis_au,eccentricity,inclination_deg,planet_radius_re,planet_radius_rj,planet_mass_me,planet_mass_mj,planet_density_gcm3,transit_depth_ppm,tansit_duration_hrs,impact_parameter,a_over_rstar,radius_ratio,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun,stellar_density_cgs,stellar_luminosity_lsun,stellar_age_gyr,stellar__rot_period_days,planet_insolation_earth,planet_eq_temp_k,ra_deg,dec_deg,pm_ra_masyr,pm_dec_masyr,parallax_mas,distance_pc,snr_model,snr_single_event,snr_multi_event,depth_source_unit,source_catalog
K05286.01,,FALSE POSITIVE,342.830882,0.8985,0.0,89.95,10.76,,,,,450.7,3.826,0.0886,694.8,0.018936,4994.0,2.92,-0.66,5.205,0.821,53.97939,,,,18.68,530.0,297.05902,41.84322,,,,,12.0,,,450.7,kepler
K05287.01,,CANDIDATE,3.98916186,0.0725,0.0,89.72,28.1,,,,,318.0,1.913,0.08,16.14,0.015896,4998.0,2.524,0.07,16.187,3.192,4.99949,,,,27838.74,3293.0,287.33041,41.974899,,,,,16.3,4.1155286,15.830085,318.0,kepler
K03494.01,,CONFIRMED,42.8774169,0.2197,0.0,89.99,2.67,,,,,1068.8,1.991,0.02,169.3,0.029346,5256.0,4.483,-0.16,0.832,0.768,49.97101,,,,9.8,451.0,291.19882,44.166241,,,,,14.8,3.969633,12.443096,1068.8,kepler
K03508.01,,CANDIDATE,190.800788,0.6686,0.0,89.98,1.67,,,,,287.6,8.082,0.066,182.75,0.015465,5993.0,4.489,0.07,0.986,1.093,3.17171,,,,2.51,321.0,293.62357,42.129639,,,,,13.0,5.2837605,10.55995,287.6,kepler
K03509.01,,FALSE POSITIVE,2.97601892,0.0508,0.0,36.8,164.46,,,,,306.1,5.5,1.176,1.468,0.19443,5140.0,2.955,-0.32,7.746,1.975,0.00676,,,,14524.05,2799.0,290.1488,38.513279,,,,,35.3,3.3625894,18.972626,306.1,kepler
K03781.01,,FALSE POSITIVE,2.882424694,0.0409,0.0,45.99,399.44,,,,,67298.0,25.91,1.051,1.5126,0.453949,4705.0,2.667,-0.12,8.058,1.101,0.00788,,,,17023.71,2912.0,285.88864,38.486858,,,,,416.2,14.279385,112.898735,67298.0,kepler
K03791.02,,CONFIRMED,220.142913,0.7211,0.0,89.99,5.94,,,,,1796.4,19.528,0.023,89.46,0.039068,6340.0,4.163,-0.38,1.393,1.031,0.27951,,,,5.4,389.0,288.47485,40.65136,,,,,121.2,30.25709,56.63339,1796.4,kepler
K04920.01,,FALSE POSITIVE,473.95103,1.2827,0.0,89.95,3.32,,,,,330.6,11.778,0.1671,308.0,0.016809,6513.0,4.02,-0.14,1.81,1.252,2.46867,,,,3.21,341.0,291.17801,36.87458,,,,,9.6,,,330.6,kepler
K05038.01,,FALSE POSITIVE,0.534109403,0.018,0.0,82.95,2.28,,,,,78.3,0.9513,0.476,3.88,0.008587,10747.0,4.1,0.07,2.432,2.718,3.867,,,,217941.01,5513.0,296.30716,39.117119,,,,,37.0,3.8660593,18.22112,78.3,kepler
K05039.01,,FALSE POSITIVE,168.77118,0.5423,0.0,87.66,2825.04,,,,,2045.0,2.263,36.9452,928.0,35.981037,4936.0,4.597,-0.14,0.719,0.746,530.86816,,,,0.93,251.0,296.40408,39.169811,,,,,5.5,,,2045.0,kepler
K05040.01,,CANDIDATE,29.6094263,0.206,0.0,89.31,2.87,,,,,224.9,2.71,0.719,59.8,0.014742,6079.0,4.059,0.18,1.783,1.329,4.60913,,,,91.56,789.0,284.66583,39.252041,,,,,10.8,3.6019223,9.993351,224.9,kepler
K05041.01,,FALSE POSITIVE,22.9138322,0.1596,0.0,81.02,30.24,,,,,340.3,4.855,1.189,7.62,0.20761,6154.0,4.201,-0.22,1.334,1.032,0.01594,,,,89.68,785.0,287.83432,39.214298,,,,,8.0,6.3382444,15.150946,340.3,kepler
K05042.01,,FALSE POSITIVE,538.36855,1.3322,0.0,89.95,2.37,,,,,545.5,19.26,0.0671,217.7,0.021412,6148.0,4.461,-0.08,1.015,1.083,0.67335,,,,0.74,237.0,288.78134,39.28825,,,,,7.0,,,545.5,kepler
K05043.01,,FALSE POSITIVE,65.5327181,0.3116,0.0,89.95,1.79,,,,,373.4,2.256,0.3023,215.7,0.017749,5755.0,4.48,-0.1,0.923,0.939,44.19848,,,,8.61,437.0,289.31668,39.235088,,,,,5.9,,,373.4,kepler
K05044.01,,CANDIDATE,161.537665,0.6016,0.0,89.95,1.37,,,,,101.8,2.65,0.2175,459.0,0.009261,6033.0,4.218,0.07,1.358,1.111,70.06912,,,,6.04,400.0,289.8313,39.278,,,,,5.9,,,101.8,kepler
K05045.01,,FALSE POSITIVE,1.018360336,0.0204,0.0,73.76,107.0,,,,,393970.0,7.622,0.553,1.9765,0.669772,6160.0,4.144,-0.12,1.463,1.087,0.14084,,,,6627.64,2302.0,292.1795,39.238621,,,,,967.4,624.824,4579.5723,393970.0,kepler
K05164.01,,CANDIDATE,209.967521,0.7116,0.0,89.95,1.16,,,,,120.0,2.585,0.2723,604.0,0.010162,6437.0,4.439,-0.32,1.042,1.085,94.42668,,,,3.29,344.0,287.87424,40.630409,,,,,7.1,,,120.0,kepler
K05165.01,,CANDIDATE,369.73011,1.0198,0.0,89.95,1.66,,,,,274.8,14.27,0.1236,199.5,0.015262,6283.0,4.453,-0.3,0.999,1.025,1.09829,,,,1.34,274.0,288.85123,40.692589,,,,,9.6,,,274.8,kepler
K05166.01,,FALSE POSITIVE,78.04064906,,,,,,,,,,2.15,,,,,,,,,,,,,,,289.32834,40.6791,,,,,,,,,kepler
K05167.01,,FALSE POSITIVE,396.349253,1.12,0.0,89.95,2.39,,,,,413.1,2.685,0.0384,1148.0,0.018773,6495.0,4.379,-0.1,1.168,1.19,182.13463,,,,1.73,293.0,289.33835,40.62534,,,,,5.7,,,413.1,kepler
K05168.01,,FALSE POSITIVE,0.502807253,0.0109,0.0,56.15,26.81,,,,,4658.7,1.01493,1.2503,2.26,0.343343,5109.0,4.564,-0.44,0.715,0.684,0.86173,,,,2623.68,1825.0,289.39078,40.654781,,,,,240.0,13.371222,45.098755,4658.7,kepler
K05169.01,,CANDIDATE,21.3684341,0.1362,0.0,89.97,1.72,,,,,492.8,1.18,0.063,140.9,0.020049,5204.0,4.515,-0.26,0.786,0.736,115.8299,,,,21.86,551.0,290.20547,40.66993,,,,,9.7,3.346183,8.455374,492.8,kepler
K05170.01,,FALSE POSITIVE,149.526152,0.4731,0.0,89.95,1.69,,,,,753.0,3.033,0.4364,349.0,0.024631,3978.0,4.642,0.32,0.628,0.631,36.02007,,,,0.39,202.0,291.36411,40.626881,,,,,7.6,,,753.0,kepler
K05171.01,,FALSE POSITIVE,2.845736321,0.0503,0.0,32.93,402.16,,,,,3127.0,11.5703,1.294,1.542,0.36269,4878.0,2.745,0.0,10.154,2.093,0.00857,,,,20649.68,3058.0,296.6781,40.649029,,,,,297.8,13.869739,105.32726,3127.0,kepler
K05288.01,,CANDIDATE,29.5632952,0.1816,0.0,89.94,1.9,,,,,532.8,1.562,0.154,146.0,0.021017,5595.0,4.562,-0.12,0.828,0.913,67.33338,,,,18.23,527.0,288.12735,41.952801,,,,,10.4,2.6318562,7.9092245,532.8,kepler
K05289.01,,CANDIDATE,181.81214,0.63,0.0,89.95,2.04,,,,,474.6,16.164,0.3694,81.7,0.02023,6060.0,4.509,-0.22,0.925,1.008,0.31235,,,,2.6,324.0,290.15829,41.98978,,,,,21.3,,,474.6,kepler
K05290.01,,CANDIDATE,435.50635,1.1173,0.0,89.95,2.06,,,,,553.8,34.16,0.1452,98.5,0.021393,5750.0,4.538,-0.04,0.882,0.98,0.09531,,,,0.61,225.0,290.20068,41.946289,,,,,8.2,,,553.8,kepler
K05291.01,,CANDIDATE,525.560452,1.4077,0.0,89.95,12.74,,,,,1196.0,2.327,0.0878,1772.0,0.030724,4954.0,3.408,0.04,3.796,1.343,381.0473,,,,3.92,359.0,290.21606,41.954571,,,,,10.9,,,1196.0,kepler
K05292.01,,FALSE POSITIVE,43.60012467,,,,,,,,,,1.48,,,,,,,,,,,,,,,291.71484,41.932499,,,,,,,,,kepler
K05293.01,,FALSE POSITIVE,1.710299164,0.027,0.0,78.26,57.97,,,,,157270.0,3.92227,0.878,4.317,0.527663,6082.0,4.385,-0.48,1.006,0.896,0.52021,,,,1700.05,1638.0,292.71802,41.922459,,,,,2291.1,4688.6157,40705.562,157270.0,kepler
K05294.01,,FALSE POSITIVE,252.04444,0.6844,0.0,89.95,2.49,,,,,1502.0,5.13,0.1903,382.0,0.034282,4514.0,4.621,-0.12,0.664,0.673,16.55112,,,,0.35,196.0,292.79022,41.948639,,,,,6.1,,,1502.0,kepler
K05295.01,,FALSE POSITIVE,1.39508873,,,,,,,,,,2.09,,,,,,,,,0.54924,,,,105390.13,,293.0798,41.94772,,,,,,4.892146,30.730858,,kepler
K04921.01,,CANDIDATE,95.688682,0.5897,0.0,89.95,28.41,,,,,453.8,6.465,0.5497,97.2,0.019927,5040.0,2.681,0.07,13.056,2.981,1.89452,,,,283.07,1046.0,291.69196,36.881409,,,,,9.8,,,453.8,kepler
K04922.01,,FALSE POSITIVE,153.521361,0.597,0.0,89.95,3.09,,,,,255.2,3.893,0.1485,302.0,0.014711,6233.0,3.951,-0.14,1.921,1.2,22.19524,,,,13.99,493.0,291.94852,36.95208,,,,,5.7,,,255.2,kepler
K04923.01,,CANDIDATE,38.168652,0.2238,0.0,89.95,1.4,,,,,90.6,5.086,0.0283,57.8,0.008741,6164.0,4.117,-0.28,1.465,1.026,2.50902,,,,55.36,696.0,290.75626,37.089809,,,,,8.3,4.91457,7.9312983,90.6,kepler
K04924.01,,FALSE POSITIVE,3.0031801,0.045,0.0,68.19,4.7,,,,,374.7,2.814,0.98,2.64,0.024342,6606.0,4.071,-0.16,1.768,1.349,0.03844,,,,2630.88,1827.0,291.32748,37.126701,,,,,13.9,4.5359592,12.361888,374.7,kepler
K04925.01,,FALSE POSITIVE,2.96384168,0.0423,0.0,73.0,43.7,,,,,35653.0,5.4768,1.059,3.62,0.34562,6095.0,4.371,0.14,1.158,1.154,0.10239,,,,925.63,1406.0,292.29431,37.26173,,,,,607.5,229.50436,2278.632,35653.0,kepler
K04926.01,,CANDIDATE,69.089357,0.2895,0.0,89.97,1.47,,,,,475.1,6.207,0.051,86.6,0.019304,4848.0,4.581,-0.28,0.698,0.679,2.57178,,,,2.87,332.0,290.87305,37.362179,,,,,8.6,3.6705291,7.6351213,475.1,kepler
K04927.01,,FALSE POSITIVE,43.142257,0.2654,0.0,41.66,37.88,,,,,283.2,61.73,1.179,1.579,0.196112,6198.0,4.069,0.14,1.769,1.338,4e-05,,,,58.68,706.0,291.91556,37.322578,,,,,30.5,3.8352842,8.6079445,283.2,kepler
K04928.01,,CONFIRMED,3.290304098,0.0327,0.0,89.68,4.91,,,,,13553.0,1.7215,0.09,16.097,0.105209,3386.0,4.81,0.48,0.427,0.43,7.28769,,,,20.06,540.0,292.57986,37.376411,,,,,220.5,40.059727,234.08769,13553.0,kepler
K05046.01,,CANDIDATE,40.9882124,0.2381,0.0,89.95,1.44,,,,,145.8,3.599,0.2697,84.8,0.011238,6705.0,4.328,-0.54,1.174,1.068,6.8635,,,,43.98,657.0,293.24701,39.236691,,,,,11.3,,,145.8,kepler
K05047.01,,FALSE POSITIVE,326.70552,0.8585,0.0,89.95,2.83,,,,,794.0,3.36,0.0826,760.0,0.025926,6036.0,4.337,-0.78,0.998,0.789,77.68269,,,,1.61,287.0,296.32437,39.292881,,,,,9.1,,,794.0,kepler
K05048.01,,CANDIDATE,138.333748,0.5087,0.0,89.95,6.28,,,,,603.6,2.391,0.4579,404.0,0.02258,4948.0,3.588,-0.18,2.547,0.916,65.21578,,,,13.45,488.0,284.63876,39.355179,,,,,8.4,,,603.6,kepler
K05049.01,,FALSE POSITIVE,343.49816,0.8158,0.0,89.95,1.27,,,,,431.0,7.46,0.3516,336.0,0.018707,4256.0,4.635,-0.16,0.624,0.614,6.09998,,,,0.17,164.0,285.18643,39.357288,,,,,7.1,,,431.0,kepler
K05050.01,,FALSE POSITIVE,11.2582311,0.0867,0.0,88.73,1.24,,,,,300.4,16.89,0.115,5.174,0.015736,5242.0,4.556,-0.54,0.722,0.684,0.02067,,,,46.86,667.0,286.37234,39.3423,,,,,22.2,4.2557845,16.066526,300.4,kepler
K05051.01,,FALSE POSITIVE,139.54219147,,,,,,,,,,3.42,,,,,,,,,,,,,,,286.5657,39.38969,,,,,,,,,kepler
K05052.01,,FALSE POSITIVE,155.046089,0.8591,0.0,88.29,444.08,,,,,2238.0,10.205,1.271,42.6,0.322421,6513.0,2.782,0.21,12.613,3.511,0.06066,,,,347.12,1101.0,289.23367,39.38652,,,,,36.7,14.227159,29.546896,2238.0,kepler
K05053.01,,FALSE POSITIVE,14.3641542,0.1117,0.0,89.38,0.98,,,,,89.2,2.629,0.2764,40.5,0.008709,5925.0,4.364,-0.32,1.033,0.898,6.08807,,,,94.33,795.0,294.57065,39.331402,,,,,6.5,,,89.2,kepler
K05172.01,,FALSE POSITIVE,12.4276185,0.1069,0.0,86.5,1.14,,,,,147.0,18.56,0.303,4.97,0.01113,5869.0,4.513,0.07,0.942,1.054,0.01507,,,,82.45,768.0,297.51108,40.61908,,,,,12.6,3.6714153,9.539831,147.0,kepler
K05173.01,,FALSE POSITIVE,12.427076,0.1045,0.0,89.73,0.82,,,,,47.5,17.447,0.026,5.504,0.006267,5841.0,4.278,-0.02,1.193,0.985,0.02043,,,,135.77,870.0,297.56931,40.619637,,,,,25.3,4.111153,8.954319,47.5,kepler
K05174.01,,CANDIDATE,22.4932751,0.1861,0.0,89.95,6.04,,,,,152.0,3.172,0.1313,54.309,0.011101,5186.0,3.273,-0.36,4.98,1.699,5.98907,,,,463.56,1183.0,288.87198,40.767059,,,,,11.2,5.6318965,7.478125,152.0,kepler
K05175.01,,FALSE POSITIVE,315.502534,1.169,0.0,89.95,19.71,,,,,689.2,3.112,0.02,792.0,0.023284,4970.0,2.989,0.14,7.752,2.137,94.58977,,,,24.01,565.0,289.29504,40.71674,,,,,9.5,,,689.2,kepler
K05176.01,,CANDIDATE,215.732414,0.6553,0.0,89.95,1.26,,,,,208.2,1.915,0.4046,800.0,0.013434,5790.0,4.479,-0.52,0.856,0.804,207.82607,,,,1.72,292.0,290.43491,40.777241,,,,,7.3,,,208.2,kepler
K05177.01,,FALSE POSITIVE,276.54167976,,,,,,,,,,7.76,,,,,,,,,,,,,,,295.62753,40.706249,,,,,,,,,kepler
K05178.01,,CONFIRMED,4.13960513,0.0537,0.0,87.83,1.24,,,,,106.7,3.31,0.344,9.09,0.009625,6535.0,4.373,-0.1,1.181,1.202,0.8298,,,,789.48,1352.0,296.50043,40.72123,,,,,11.6,4.5238996,11.426692,106.7,kepler
K05296.01,,FALSE POSITIVE,200.79976002,0.6734,0.0,89.73,48.77,,,,,92642.0,7.6419,1.016,218.01,0.487544,5896.0,4.518,-0.08,0.916,1.008,4.86108,,,,2.0,303.0,293.33401,41.937321,,,,,930.8,434.92923,932.911,92642.0,kepler
K05297.01,,CANDIDATE,8.0906952,0.077,0.0,89.63,0.8,,,,,82.4,2.648,0.151,23.3,0.008151,5374.0,4.495,0.22,0.902,0.928,3.64061,,,,102.43,811.0,297.42578,41.932991,,,,,8.1,3.2340014,7.458956,82.4,kepler
K05298.01,,FALSE POSITIVE,1.195515364,0.0231,0.0,79.38,156.91,,,,,396400.0,6.08509,0.475,2.57502,0.634669,6047.0,3.789,-0.42,2.264,1.15,0.22599,,,,11494.67,2640.0,297.54156,41.950901,,,,,4630.1,2361.9004,25239.281,396400.0,kepler
K05299.01,,FALSE POSITIVE,210.971635,0.6922,0.0,89.95,2.04,,,,,519.0,3.578,0.2091,450.0,0.020818,5838.0,4.529,-0.08,0.897,0.992,38.75147,,,,1.75,293.0,298.53922,41.986961,,,,,6.5,,,519.0,kepler
K05300.01,,CANDIDATE,188.954072,0.6888,0.0,89.99,2.46,,,,,166.5,14.17,0.014,103.0,0.011886,6392.0,3.967,-0.2,1.899,1.219,0.57959,,,,11.36,468.0,288.28122,42.072079,,,,,10.9,6.31324,7.8329854,166.5,kepler
K05301.01,,FALSE POSITIVE,42.02646,0.2379,0.0,89.38,1.5,,,,,190.0,2.553,0.7156,90.3,0.013558,6158.0,4.431,-0.2,1.016,1.013,7.87729,,,,23.47,561.0,289.72461,42.00605,,,,,6.0,,,190.0,kepler
K05302.01,,FALSE POSITIVE,372.04697,1.0477,0.0,89.95,2.7,,,,,673.4,14.29,0.0457,203.37,0.023795,6173.0,4.447,-0.04,1.041,1.104,1.14956,,,,1.28,271.0,290.08987,42.076111,,,,,25.2,,,673.4,kepler
K05303.01,,FALSE POSITIVE,438.81524,1.0225,0.0,89.95,1.36,,,,,332.8,6.75,0.108,502.3,0.016477,5324.0,4.551,-0.4,0.755,0.739,12.44843,,,,0.39,202.0,292.41116,42.039478,,,,,9.2,,,332.8,kepler
K04929.01,,FALSE POSITIVE,18.622214,0.1542,0.0,88.07,20.83,,,,,5832.0,4.42,0.792,23.5,0.077196,6235.0,3.801,0.02,2.471,1.407,0.70849,,,,347.32,1101.0,290.50565,37.459011,,,,,20.1,17.796494,100.06107,5832.0,kepler
K04930.01,,FALSE POSITIVE,27.8923345,0.1833,0.0,89.95,2.1,,,,,139.6,2.204,0.0465,97.6,0.010796,5873.0,3.96,-0.18,1.78,1.055,22.62481,,,,100.41,807.0,291.55548,37.44516,,,,,9.0,7.0103335,8.57842,139.6,kepler
K04931.01,,CANDIDATE,579.81521,1.3446,0.0,89.95,2.71,,,,,607.0,5.43,0.8425,477.0,0.025631,5822.0,4.449,-0.08,0.969,0.962,6.10033,,,,0.53,218.0,292.48621,37.404339,,,,,7.9,,,607.0,kepler
K04932.01,,CANDIDATE,19.12788374,,,,,,,,,,2.0,,,,,,,,,,,,,,,291.06418,37.535751,,,,,,,,,kepler
K04933.01,,FALSE POSITIVE,452.10093,1.135,0.0,89.95,2.08,,,,,464.0,12.69,0.1063,276.0,0.019881,6276.0,4.456,-0.52,0.956,0.953,1.94667,,,,0.99,254.0,292.10245,37.56691,,,,,6.2,,,464.0,kepler
K04934.01,,FALSE POSITIVE,0.7906069,0.0155,0.0,23.05,17.97,,,,,689.2,3.3996,1.198,1.302,0.228534,4994.0,4.62,-0.1,0.72,0.803,0.06679,,,,1201.17,1503.0,292.54315,37.555759,,,,,133.3,3.1626663,10.655878,689.2,kepler
K04935.01,,FALSE POSITIVE,24.5714867,0.1636,0.0,64.05,3.04,,,,,506.4,29.96,0.978,2.24,0.029134,5977.0,4.462,-0.22,0.956,0.967,0.00035,,,,39.0,637.0,291.96451,37.60878,,,,,31.1,3.788233,9.972437,506.4,kepler
K04936.01,,FALSE POSITIVE,0.681137796,0.0141,0.0,66.72,45.75,,,,,105190.0,2.7287,0.968,2.449,0.484918,5872.0,4.474,-0.58,0.864,0.811,0.59875,,,,3995.23,2025.0,292.02686,37.600651,,,,,432.5,486.82208,6145.9956,105190.0,kepler
K05054.01,,FALSE POSITIVE,3.722404453,0.0439,0.0,79.9,144.2,,,,,55368.0,2.5214,2.375,13.54,1.652686,5747.0,4.542,-0.52,0.799,0.811,3.39206,,,,323.4,1082.0,294.85513,39.30534,,,,,148.9,140.73878,1533.95,55368.0,kepler
K05055.01,,FALSE POSITIVE,230.385488,0.7802,0.0,89.95,10.13,,,,,568.1,3.134,0.2423,557.0,0.021428,5024.0,3.241,-0.24,4.331,1.193,61.64585,,,,17.57,522.0,295.87695,39.336391,,,,,9.3,,,568.1,kepler
K05056.01,,FALSE POSITIVE,222.84909312,,,,,,,,,,2.43,,,,,,,,,,,,,,,296.01428,39.35688,,,,,,,,,kepler
K05057.01,,CANDIDATE,493.74242,1.2355,0.0,89.95,7.15,,,,,506.1,5.685,0.2377,658.0,0.02019,5015.0,3.429,-0.24,3.243,1.031,22.12855,,,,3.9,358.0,285.34329,39.413849,,,,,12.4,,,506.1,kepler
K05058.01,,FALSE POSITIVE,1.714414962,0.0304,0.0,68.8,116.92,,,,,110130.0,5.17207,1.181,3.26683,0.663777,6351.0,4.126,-0.04,1.613,1.27,0.22439,,,,4099.19,2042.0,291.69095,39.425442,,,,,6485.8,1376.9009,14262.637,110130.0,kepler
K05059.01,,FALSE POSITIVE,646.28789332,1.6179,0.0,90.0,43.47,,,,,58605.0,5.39144,0.004,1120.9,0.22401,6582.0,4.069,-0.12,1.777,1.357,63.78261,,,,2.03,304.0,292.11526,39.49855,,,,,1107.1,715.972,788.595,58605.0,kepler
K05060.01,,FALSE POSITIVE,290.438547,0.7939,0.0,89.95,1.11,,,,,212.9,12.85,0.0916,174.2,0.013162,5392.0,4.557,-0.3,0.775,0.79,1.18603,,,,0.72,235.0,286.85861,39.592579,,,,,11.9,,,212.9,kepler
K05061.01,,FALSE POSITIVE,0.766298172,0.0163,0.0,73.14,15.64,,,,,19401.0,1.78462,0.813,2.8019,0.1438,6267.0,4.431,-0.42,0.996,0.976,0.70862,,,,5154.54,2163.0,289.07651,39.570438,,,,,368.9,78.31107,888.6184,19401.0,kepler
K05179.01,,FALSE POSITIVE,1.049468616,0.023,0.0,58.9,0.84,,,,,22.0,4.848,0.731,1.415,0.004624,7479.0,4.162,-0.22,1.667,1.469,0.04871,,,,14709.49,2808.0,298.91757,40.716961,,,,,22.8,4.013813,12.79787,22.0,kepler
K05180.01,,FALSE POSITIVE,2.362348096,0.0375,0.0,48.57,89.55,,,,,724.7,3.5979,1.219,1.842,0.249023,5088.0,3.502,-0.18,3.293,1.257,0.02118,,,,4625.06,2104.0,299.33298,40.714352,,,,,103.6,7.226136,54.168343,724.7,kepler
K05181.01,,FALSE POSITIVE,136.830243,0.6957,0.0,89.95,17.22,,,,,464.3,2.956,0.3813,334.0,0.019622,5096.0,3.007,0.07,8.038,2.394,37.7906,,,,80.57,764.0,285.63928,40.84763,,,,,8.4,,,464.3,kepler
K05182.01,,FALSE POSITIVE,103.284757,0.4601,0.0,89.95,1.96,,,,,78.4,1.674,0.6314,371.0,0.008531,6185.0,3.878,-0.2,2.101,1.216,90.38657,,,,27.31,583.0,286.04263,40.860291,,,,,5.5,,,78.4,kepler
K05183.01,,FALSE POSITIVE,36.1904638,0.221,0.0,89.95,1.69,,,,,263.3,1.919,0.2147,142.9,0.014979,6210.0,4.45,-0.1,1.033,1.093,42.13958,,,,29.08,592.0,289.39359,40.896339,,,,,6.8,,,263.3,kepler
K05184.01,,FALSE POSITIVE,419.75224,1.1258,0.0,89.95,2.82,,,,,754.0,4.154,0.3316,749.0,0.025428,6137.0,4.457,-0.08,1.016,1.079,45.13451,,,,1.03,257.0,290.76614,40.881691,,,,,6.3,,,754.0,kepler
K05185.01,,FALSE POSITIVE,419.95929,1.0432,0.0,89.95,1.53,,,,,196.2,13.86,0.4834,206.1,0.013138,5953.0,4.314,-0.46,1.068,0.857,0.93946,,,,1.18,266.0,292.76889,40.816181,,,,,5.9,,,196.2,kepler
K05304.01,,FALSE POSITIVE,206.309658,0.6882,0.0,89.95,2.36,,,,,277.1,1.498,0.8152,640.0,0.017062,6028.0,4.241,-0.12,1.267,1.02,116.53087,,,,4.01,361.0,293.47052,42.0965,,,,,8.3,,,277.1,kepler
K05305.01,,FALSE POSITIVE,8.46184728,0.0957,0.0,34.22,4.92,,,,,411.2,35.525,0.965,1.1671,0.023534,7663.0,4.087,-0.12,1.913,1.63,0.00042,,,,1233.13,1511.0,293.64468,42.033489,,,,,142.4,4.707385,27.969324,411.2,kepler
K05306.01,,FALSE POSITIVE,681.01756,1.4775,0.0,89.95,1.69,,,,,133.9,8.74,0.362,562.0,0.010795,6295.0,4.091,-0.66,1.435,0.927,7.23045,,,,1.33,274.0,293.80481,42.026001,,,,,9.2,,,133.9,kepler
K05307.01,,FALSE POSITIVE,2.19509634,0.0328,0.0,88.94,1.32,,,,,227.7,1.796,0.173,9.35,0.013793,5799.0,4.539,-0.1,0.878,0.975,3.20607,,,,725.21,1324.0,294.51157,42.090149,,,,,14.3,4.273165,12.670282,227.7,kepler
K05308.01,,CANDIDATE,9.942228056,0.0831,0.0,87.9,22.15,,,,,31068.0,2.45451,0.93,25.417,0.24062,5268.0,4.475,-0.14,0.843,0.775,3.14229,,,,70.93,740.0,298.64252,42.092831,,,,,1073.3,387.82684,1908.602,31068.0,kepler
K05309.01,,FALSE POSITIVE,141.00582791,,,,,,,,,,3.0,,,,,,,,,,,,,,,298.98239,42.082619,,,,,,,,,kepler
K05310.01,,CANDIDATE,22.2903562,0.1527,0.0,89.99,1.13,,,,,130.4,1.623,0.028,106.0,0.010324,5597.0,4.418,0.14,1.0,0.956,45.31252,,,,37.67,632.0,286.52942,42.167511,,,,,8.1,3.061319,7.840215,130.4,kepler
K05311.01,,FALSE POSITIVE,73.9239955,0.3075,0.0,89.95,1.64,,,,,634.0,1.699,0.2907,326.0,0.02282,5040.0,4.652,-0.46,0.658,0.71,119.88705,,,,2.64,325.0,287.21124,42.107719,,,,,6.1,,,634.0,kepler
K04937.01,,FALSE POSITIVE,1.8437362,0.0298,0.0,10.01,25.26,,,,,341.1,21.04,1.189,1.208,0.207686,6032.0,4.358,-0.04,1.114,1.033,0.0098,,,,1655.74,1628.0,292.97159,37.65733,,,,,83.4,3.5999422,16.575697,341.1,kepler
K04938.01,,CANDIDATE,55.180772,0.2953,0.0,89.58,2.37,,,,,474.6,9.791,0.306,41.9,0.020178,6306.0,4.426,-0.1,1.076,1.126,0.45711,,,,18.79,531.0,293.22018,37.610699,,,,,11.5,4.102347,8.709244,474.6,kepler
K04939.01,,FALSE POSITIVE,281.36926,0.9334,0.0,89.94,56.94,,,,,12435.0,66.892,0.038,35.277,0.098333,4818.0,3.125,0.1,5.303,1.366,0.01049,,,,15.57,507.0,290.20993,37.725979,,,,,135.6,12.137967,15.945324,12435.0,kepler
K04940.01,,CANDIDATE,84.6405853,0.3212,0.0,89.95,1.72,,,,,784.0,2.657,0.2541,242.0,0.024985,4386.0,4.629,-0.26,0.63,0.616,37.26158,,,,1.27,271.0,290.24103,37.785221,,,,,8.2,,,784.0,kepler
K04941.01,,FALSE POSITIVE,262.71162,0.7602,0.0,90.0,3.69,,,,,1449.0,7.72,0.019,268.8,0.034145,5398.0,4.375,0.04,0.99,0.847,5.32474,,,,1.29,272.0,290.31512,37.742451,,,,,7.0,5.2517414,7.4330287,1449.0,kepler
K04942.01,,FALSE POSITIVE,6.0353643,0.0788,0.0,79.07,1.88,,,,,47.2,9.211,0.707,3.68,0.00673,7377.0,3.876,-0.08,2.552,1.784,0.02588,,,,2779.94,1852.0,293.41391,37.799492,,,,,23.4,5.478233,10.214325,47.2,kepler
K04943.01,,CANDIDATE,15.2024426,0.1463,0.0,88.81,113.97,,,,,834.0,8.11,0.324,13.76,0.02523,3984.0,1.461,0.2,41.367,1.803,0.21344,,,,18026.22,2955.0,286.0947,37.846722,,,,,4.0,,,834.0,kepler
K04944.01,,FALSE POSITIVE,1.52327807,0.0258,0.0,89.53,22.88,,,,,924.2,3.813,0.026,3.189,0.026486,4477.0,2.633,0.22,7.912,0.981,0.26437,,,,33813.44,3461.0,290.17807,37.852039,,,,,78.5,4.2419257,23.37387,924.2,kepler
K05062.01,,FALSE POSITIVE,260.31119904,,,,,,,,,,3.23,,,,,,,,,,,,,,,290.14111,39.532299,,,,,,,,,kepler
K05063.01,,FALSE POSITIVE,574.37064,1.3812,0.0,89.95,3.11,,,,,227.6,11.89,0.7455,254.0,0.014938,6749.0,3.905,-0.92,1.905,1.062,0.94108,,,,3.53,350.0,291.68643,39.510571,,,,,12.0,,,227.6,kepler
